ID,Unnamed: 0.1,ID_img,timestamp,x,y,fix,nSat,hErr,alt,altU,h,hU,dgpsAge,checksum,date,typename,subcategory,detail,Measurement,note,energifyn,fjernvarme,geodanmark,kortopslag,samaqua
282,316,13,104119.75,590756.2665,6136670.073,4,13,0.9,23.913,M,39.415,M,0.8,0000*7A,,Bench,,,GNSS,,,,,,
283,318,11,104210.65,590756.8389,6136664.16,4,10,1.2,23.957,M,39.415,M,1.6,0000*75,,Bench,,,GNSS,,,,,,
284,321,9,104313.75,590757.4485,6136658.043,4,11,1.2,23.928,M,39.415,M,0.8,0000*74,,Bench,,,GNSS,,,,,,
285,121,126,110817.45,590638.5267,6136736.208,5,11,,42.223,M,39.413,M,1.5,0008*79,,Manhole Cover,Large,,GNSS,,,,1034152864,,
286,119,124,110709,590629.8252,6136724.375,5,5,,34.972,M,39.413,M,2,0008*73,,Manhole Cover,Small Square,,GNSS,,,,,,
287,108,113,110117.7,590651.766,6136692.11,5,9,,19.552,M,39.413,M,0.7,0008*71,,Manhole Cover,Small Round,,GNSS,,,,,,
288,103,107,105821.95,590700.7994,6136699.568,4,9,,21.439,M,39.413,M,0.9,0008*7E,,Manhole Cover,Stone,,GNSS,,,,1103666027,,
289,63,66,104254.75,590705.5405,6136657.441,4,10,,21.663,M,39.413,M,1.8,0008*7F,,Manhole Cover,Stone,,GNSS,,,,,,
290,62,65,104227.65,590716.1757,6136662.117,4,10,,21.906,M,39.413,M,1.6,0008*7A,,Manhole Cover,Large,,GNSS,,,,1034152856,,
291,264,278,132648.3,590781.7473,6136824.222,4,7,,23.105,M,39.415,M,1.3,0024*78,,Light Fixture,Standing,,GNSS,,,,1034152901,,
292,263,277,132617.15,590779.8001,6136843.831,4,8,,23.028,M,39.415,M,1.1,0024*7B,,Light Fixture,Standing,,GNSS,,,,1034152896,,
293,261,275,132539.2,590760.7541,6136841.964,4,9,,23.053,M,39.415,M,1.2,0024*73,,Light Fixture,Standing,,GNSS,,,,1034152899,,
294,255,269,132344.45,590703.4487,6136836.388,4,9,,23.031,M,39.415,M,1.5,0024*7D,,Light Fixture,Standing,,GNSS,,,,1034152898,,
295,234,246,130943.95,590710.5403,6136763.068,4,7,,22.934,M,39.415,M,2,0024*7B,,Light Fixture,Standing,,GNSS,,,,1034152908,,
296,203,213,125811.35,590733.4204,6136725.508,4,9,,22.92,M,39.415,M,1.4,0024*75,,Light Fixture,Standing,,GNSS,,,,1034152913,,
297,142,148,112414.15,590691.9084,6136745.878,4,7,,23.387,M,39.413,M,1.1,0008*74,,Light Fixture,Standing,,GNSS,,,,1034152952,,
298,122,127,110907.6,590624.99,6136735.192,5,6,,24.059,M,39.413,M,1.6,0008*73,,Light Fixture,Standing,,GNSS,,,,1034152974,,
299,118,123,110656.7,590643.0604,6136722.292,5,5,,29.655,M,39.413,M,1.7,0008*40,,Light Fixture,Standing,,GNSS,,,,,,
300,83,87,105055.95,590664.0981,6136663.387,4,8,,23.778,M,39.413,M,0.9,0008*7C,,Light Fixture,Standing,,GNSS,,,,,,
301,82,86,105033.6,590668.4292,6136670.136,4,6,,23.923,M,39.413,M,1.6,0008*77,,Light Fixture,Standing,,GNSS,,,,1034153007,,
302,67,70,104422.75,590685.913,6136652.113,4,10,,22.125,M,39.413,M,0.8,0008*77,,Light Fixture,Standing,,GNSS,,,,1103669380,,
303,32,35,102836.25,590744.0286,6136662.526,4,10,,23.015,M,39.413,M,1.3,0008*70,,Light Fixture,Standing,,GNSS,,,,1103669265,,
304,262,276,132600.15,590771.0625,6136842.998,4,6,,21.5,M,39.415,M,1.1,0024*7D,,Downspout Grille,Square,,GNSS,,,,,,
305,260,274,132521.25,590751.7621,6136841.167,4,7,,21.55,M,39.415,M,1.3,0024*7E,,Downspout Grille,Square,,GNSS,,,,,,
306,120,125,110742.45,590638.1173,6136729.253,5,8,,21.318,M,39.413,M,1.5,0008*77,,Downspout Grille,Square,,GNSS,,,,,,
307,84,88,105111.9,590668.7161,6136659.415,4,9,,22.111,M,39.413,M,0.9,0008*72,,Downspout Grille,Square,,GNSS,,,,,,
308,65,68,104354.65,590690.9995,6136649.655,4,8,,21.737,M,39.413,M,1.6,0008*7B,,Downspout Grille,Round,,GNSS,,,,,,
309,61,64,104216.7,590714.3474,6136659.793,4,10,,21.984,M,39.413,M,1.7,0008*70,,Downspout Grille,Square,,GNSS,,,,,,
310,292,309,134418,590668.2255,6136642.006,4,7,,23.249,M,39.415,M,1,0024*7C,,Building Corner,,,GNSS,,,,,,
311,290,305,134114.2,590658.3813,6136747.005,4,7,,23.519,M,39.415,M,1.2,0024*7F,,Building Corner,,,GNSS,,,,,,
312,76,80,104706.4,590679.2224,6136677.029,4,9,,24.301,M,39.413,M,1.4,0008*73,,Building Corner,Bikeshed,,GNSS,,,,,,
313,75,79,104645.45,590680.2824,6136667.009,4,10,,24.386,M,39.413,M,1.5,0008*76,,Building Corner,Bikeshed,,GNSS,,,,,,
