ID,ID_img,timestamp,x,y,fix,nSat,hErr,alt,altU,h,hU,dgpsAge,checksum,date,typename,subcategory,detail,Measurement,note,energifyn,fjernvarme,geodanmark,kortopslag,samaqua
0,,,587670.4376,6139561.332,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,23667,
1,,,587668.1952,6139556.027,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,23672,
2,,,587682.1708,6139550.48,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,23674,
3,,,587683.8239,6139555.949,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,1034131762,23673,
4,,,587700.4111,6139551.951,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,23665,
5,,,587699.3154,6139546.487,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,44362,
6,,,587692.5801,6139542.113,,,,,,,,,,13/12/2020,Downspout Grille,Wavy,,Totalstation,,,,1034131761,23675,
7,,,587690.1571,6139548.266,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,23676,
8,,,587674.166,6139563.572,,,,,,,,,,13/12/2020,Downspout Grille,Straight,Private,Totalstation,,,,,,
9,,,587656.4861,6139569.078,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,23668,
10,,,587653.5418,6139564.112,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,23671,
11,,,587642.1122,6139570.973,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,23670,
12,,,587645.2937,6139576.088,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,23669,
13,,,587630.2162,6139585.154,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,44353,
14,,,587627.0791,6139580.166,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,47123,
15,,,587670.1498,6139565.885,,,,,,,,,,13/12/2020,Downspout Grille,Straight,Private,Totalstation,,,,,,
16,,,587705.4087,6139552.461,,,,,,,,,,13/12/2020,Light Fixture,Standing,,Totalstation,,45519,,1034131981,,
17,,,587703.1415,6139549.495,,,,,,,,,,13/12/2020,Light Fixture,Hanging,,Totalstation,,38596,,,,
18,,,587680.1761,6139558.291,,,,,,,,,,13/12/2020,Light Fixture,Standing,,Totalstation,,45520,,1034131743,,
19,,,587679.4043,6139555.284,,,,,,,,,,13/12/2020,Light Fixture,Hanging,,Totalstation,,45525,,,,
20,,,587662.5281,6139566.451,,,,,,,,,,13/12/2020,Light Fixture,Standing,,Totalstation,,18652,,,,
21,,,587654.183,6139566.603,,,,,,,,,,13/12/2020,Light Fixture,Hanging,,Totalstation,,45524,,,,
22,,,587649.9483,6139564.409,,,,,,,,,,13/12/2020,Light Fixture,Standing,,Totalstation,,45521,,,,
23,,,587635.3198,6139578.697,,,,,,,,,,13/12/2020,Light Fixture,Hanging,,Totalstation,,45523,,,,
24,,,587641.6172,6139570.173,,,,,,,,,,13/12/2020,Tree,,,Totalstation,,,,,6374,
25,,,587652.0298,6139563.04,,,,,,,,,,13/12/2020,Tree,,,Totalstation,,,,,625,
26,,,587690.4949,6139548.769,,,,,,,,,,13/12/2020,Greenery,Flowerbed,,Totalstation,,,,,,
27,,,587696.4901,6139554.032,,,,,,,,,,13/12/2020,Greenery,Flowerbed,,Totalstation,,,,,,
28,,,587699.9079,6139550.133,,,,,,,,,,13/12/2020,Manhole Cover,Large,"Ulefos,SquareFrame",Totalstation,,,,1034131769,,9b03aecd-cfb4-481b-88fa-1ca682bd50b1
29,,,587691.6439,6139544.163,,,,,,,,,,13/12/2020,Manhole Cover,Small Square,,Totalstation,,,,,23677,
30,,,587690.3879,6139545.076,,,,,,,,,,13/12/2020,Manhole Cover,Large,"Universal,SquareFrame",Totalstation,,,,,,
31,,,587681.8102,6139549.25,,,,,,,,,,13/12/2020,Manhole Cover,Small Square,,Totalstation,,,,,,
32,,,587669.912,6139551.801,,,,,,,,,,13/12/2020,Manhole Cover,Small Round,,Totalstation,,,,,,
33,,,587661.1733,6139555.616,,,,,,,,,,13/12/2020,Manhole Cover,Small Round,,Totalstation,,,,,,
34,,,587656.9938,6139565.003,,,,,,,,,,13/12/2020,Manhole Cover,Large,"Ulefos,SquareFrame",Totalstation,,,,1034131768,,3f36db0d-52b0-43a1-930f-8f5ace341324
35,,,587650.3457,6139564.407,,,,,,,,,,13/12/2020,Manhole Cover,Small Square,,Totalstation,,,,,,
36,,,587650.6697,6139561.484,,,,,,,,,,13/12/2020,Manhole Cover,Small Round,,Totalstation,,,,,,
37,,,587642.6334,6139566.544,,,,,,,,,,13/12/2020,Manhole Cover,Small Round,,Totalstation,,,,,,
38,,,587636.928,6139580.112,,,,,,,,,,13/12/2020,Manhole Cover,Large,"Ulefos,SquareFrame",Totalstation,,,,1034131767,,
39,,,587634.0018,6139582.804,,,,,,,,,,13/12/2020,Manhole Cover,Large,"Art,SquareFrame",Totalstation,,,,1034131766,,
40,,,587620.8675,6139590.061,,,,,,,,,,13/12/2020,Manhole Cover,Large,"Art,SquareFrame",Totalstation,,,,1034131763,,
42,,,587626.0803,6139580.975,,,,,,,,,,13/12/2020,Manhole Cover,Large,"Ulefos,SquareFrame",Totalstation,,,,,,
43,,,587655.6352,6139570.756,,,,,,,,,,13/12/2020,Manhole Cover,Rectangular Cover,Plastic,Totalstation,,,,,,
44,,,587658.7572,6139570.999,,,,,,,,,,13/12/2020,Manhole Cover,Small Round,,Totalstation,,,,,,
45,,,587681.1648,6139561.003,,,,,,,,,,13/12/2020,Manhole Cover,Rectangular Cover,Stone,Totalstation,,,,,23666,
46,,,587688.7029,6139548.071,,,,,,,,,,13/12/2020,Misc,Electrical display,,Totalstation,,,,,,
48,,,587609.7134,6139576.379,,,,,,,,,,13/12/2020,Downspout Grille,Holes,,Totalstation,,,,,46295,
