i,time,message,,lat_nmea,,lon_nmea,,,,,,,,,,
3941,1619170651.4369514,$GPGGA,132644.10,5523.65777146,N,01023.30222705,E,5,07,2.3,12.769,M,39.466,M,12.1,0001*44
3942,1619170651.9756458,$GPGGA,132644.10,5523.65777146,N,01023.30222705,E,5,07,2.3,12.769,M,39.466,M,12.1,0001*44
3943,1619170652.515004,$GPGGA,132644.10,5523.65777146,N,01023.30222705,E,5,07,2.3,12.769,M,39.466,M,12.1,0001*44
3944,1619170653.0546885,$GPGGA,132644.10,5523.65777146,N,01023.30222705,E,5,07,2.3,12.769,M,39.466,M,12.1,0001*44
3945,1619170653.520194,$GPGGA,132644.10,5523.65777146,N,01023.30222705,E,5,07,2.3,12.769,M,39.466,M,12.1,0001*44
3946,1619170654.1320686,$GPGGA,132644.10,5523.65777146,N,01023.30222705,E,5,07,2.3,12.769,M,39.466,M,12.1,0001*44
3947,1619170654.6636271,$GPGGA,132647.50,5523.65518378,N,01023.30259791,E,2,13,0.9,14.244,M,39.466,M,15.5,0001*43
3948,1619170655.2036004,$GPGGA,132647.50,5523.65518378,N,01023.30259791,E,2,13,0.9,14.244,M,39.466,M,15.5,0001*43
3949,1619170655.7425733,$GPGGA,132647.50,5523.65518378,N,01023.30259791,E,2,13,0.9,14.244,M,39.466,M,15.5,0001*43
3950,1619170656.2804644,$GPGGA,132649.60,5523.65385689,N,01023.30237688,E,2,13,0.9,14.411,M,39.466,M,17.6,0001*41
3951,1619170656.8193936,$GPGGA,132649.60,5523.65385689,N,01023.30237688,E,2,13,0.9,14.411,M,39.466,M,17.6,0001*41
3952,1619170657.3594532,$GPGGA,132649.60,5523.65385689,N,01023.30237688,E,2,13,0.9,14.411,M,39.466,M,17.6,0001*41
3953,1619170657.8972912,$GPGGA,132651.45,5523.65273714,N,01023.30229556,E,2,13,0.9,14.970,M,39.466,M,19.5,0001*4A
3954,1619170658.4399948,$GPGGA,132651.45,5523.65273714,N,01023.30229556,E,2,13,0.9,14.970,M,39.466,M,19.5,0001*4A
3955,1619170658.975443,$GPGGA,132651.45,5523.65273714,N,01023.30229556,E,2,13,0.9,14.970,M,39.466,M,19.5,0001*4A
3956,1619170659.515198,$GPGGA,132651.45,5523.65273714,N,01023.30229556,E,2,13,0.9,14.970,M,39.466,M,19.5,0001*4A
3957,1619170660.054265,$GPGGA,132651.45,5523.65273714,N,01023.30229556,E,2,13,0.9,14.970,M,39.466,M,19.5,0001*4A
3958,1619170660.7205088,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3959,1619170661.2594514,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3960,1619170661.863086,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3961,1619170662.4752011,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3962,1619170662.813199,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3963,1619170663.280282,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3964,1619170663.8188748,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3965,1619170664.2203245,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3966,1619170664.8967178,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3967,1619170665.3631794,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3968,1619170665.9756336,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3969,1619170666.5138075,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3970,1619170666.979828,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3971,1619170667.5845573,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3972,1619170668.1229188,$GPGGA,132654.30,5523.65066609,N,01023.30227697,E,2,13,0.8,15.938,M,39.466,M,22.3,0001*44
3973,1619170668.6623693,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3974,1619170669.0637276,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3975,1619170669.740807,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3976,1619170670.2794833,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3977,1619170670.8179574,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3978,1619170671.292188,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3979,1619170671.8257298,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3980,1619170672.2978141,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3981,1619170672.9016304,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3982,1619170673.5132887,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3983,1619170673.9793603,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3984,1619170674.454573,$GPGGA,132701.80,5523.64570847,N,01023.30188335,E,2,13,0.8,16.091,M,39.466,M,29.8,0001*4B
3985,1619170675.1227434,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3986,1619170675.5964613,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3987,1619170676.1998146,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3988,1619170676.7395456,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3989,1619170677.1409695,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3990,1619170677.7524502,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3991,1619170678.3558886,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3992,1619170678.6944494,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3993,1619170679.4345338,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3994,1619170679.9004076,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3995,1619170680.3753374,$GPGGA,132708.60,5523.63927091,N,01023.30029431,E,5,04,4.1,9.479,M,39.466,M,0.6,0021*48
3996,1619170681.0439327,$GPGGA,132714.35,5523.63600968,N,01023.30001643,E,5,05,2.8,8.806,M,39.466,M,1.4,0021*45
3997,1619170681.51771,$GPGGA,132714.35,5523.63600968,N,01023.30001643,E,5,05,2.8,8.806,M,39.466,M,1.4,0021*45
3998,1619170682.1211557,$GPGGA,132714.35,5523.63600968,N,01023.30001643,E,5,05,2.8,8.806,M,39.466,M,1.4,0021*45
3999,1619170682.6598063,$GPGGA,132714.35,5523.63600968,N,01023.30001643,E,5,05,2.8,8.806,M,39.466,M,1.4,0021*45
4000,1619170683.199924,$GPGGA,132714.35,5523.63600968,N,01023.30001643,E,5,05,2.8,8.806,M,39.466,M,1.4,0021*45
4001,1619170683.6736753,$GPGGA,132714.35,5523.63600968,N,01023.30001643,E,5,05,2.8,8.806,M,39.466,M,1.4,0021*45
4002,1619170684.212683,$GPGGA,132714.35,5523.63600968,N,01023.30001643,E,5,05,2.8,8.806,M,39.466,M,1.4,0021*45
4003,1619170684.8171237,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4004,1619170685.3628848,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4005,1619170685.8951926,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4006,1619170686.433605,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4007,1619170686.9730546,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4008,1619170687.5030577,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4009,1619170688.0431676,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4010,1619170688.5168967,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4011,1619170688.8581903,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4012,1619170689.1930318,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4013,1619170689.934185,$GPGGA,132718.40,5523.63250450,N,01023.29921195,E,5,05,2.8,12.203,M,39.466,M,1.4,0021*77
4014,1619170691.0029485,$GPGGA,132723.75,5523.62977169,N,01023.29639968,E,5,06,1.6,8.504,M,39.466,M,1.8,0021*4C
4015,1619170691.5421247,$GPGGA,132723.75,5523.62977169,N,01023.29639968,E,5,06,1.6,8.504,M,39.466,M,1.8,0021*4C
4016,1619170692.081119,$GPGGA,132723.75,5523.62977169,N,01023.29639968,E,5,06,1.6,8.504,M,39.466,M,1.8,0021*4C
4017,1619170692.61962,$GPGGA,132723.75,5523.62977169,N,01023.29639968,E,5,06,1.6,8.504,M,39.466,M,1.8,0021*4C
4018,1619170693.1590142,$GPGGA,132723.75,5523.62977169,N,01023.29639968,E,5,06,1.6,8.504,M,39.466,M,1.8,0021*4C
4019,1619170693.6979086,$GPGGA,132723.75,5523.62977169,N,01023.29639968,E,5,06,1.6,8.504,M,39.466,M,1.8,0021*4C
4020,1619170694.2374616,$GPGGA,132723.75,5523.62977169,N,01023.29639968,E,5,06,1.6,8.504,M,39.466,M,1.8,0021*4C
4021,1619170694.6391306,$GPGGA,132728.35,5523.62702738,N,01023.29304962,E,4,07,1.2,8.207,M,39.466,M,1.4,0021*40
4022,1619170695.5160077,$GPGGA,132728.35,5523.62702738,N,01023.29304962,E,4,07,1.2,8.207,M,39.466,M,1.4,0021*40
4023,1619170696.119737,$GPGGA,132728.35,5523.62702738,N,01023.29304962,E,4,07,1.2,8.207,M,39.466,M,1.4,0021*40
4024,1619170696.6597743,$GPGGA,132728.35,5523.62702738,N,01023.29304962,E,4,07,1.2,8.207,M,39.466,M,1.4,0021*40
4025,1619170697.198733,$GPGGA,132728.35,5523.62702738,N,01023.29304962,E,4,07,1.2,8.207,M,39.466,M,1.4,0021*40
4026,1619170697.5996199,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4027,1619170698.2762733,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4028,1619170698.8148403,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4029,1619170699.155303,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4030,1619170699.554754,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4031,1619170700.158517,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4032,1619170700.6974182,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4033,1619170701.2365067,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4034,1619170701.7028723,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4035,1619170702.314709,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4036,1619170702.8541234,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4037,1619170703.2557514,$GPGGA,132731.50,5523.62523162,N,01023.29072217,E,4,06,2.1,8.075,M,39.466,M,1.5,0021*4F
4038,1619170703.8595164,$GPGGA,132737.30,5523.62188659,N,01023.28617201,E,4,07,1.9,7.959,M,39.466,M,1.3,0021*42
4039,1619170704.4623425,$GPGGA,132737.30,5523.62188659,N,01023.28617201,E,4,07,1.9,7.959,M,39.466,M,1.3,0021*42
4040,1619170704.9368827,$GPGGA,132737.30,5523.62188659,N,01023.28617201,E,4,07,1.9,7.959,M,39.466,M,1.3,0021*42
4041,1619170705.540776,$GPGGA,132737.30,5523.62188659,N,01023.28617201,E,4,07,1.9,7.959,M,39.466,M,1.3,0021*42
4042,1619170706.0802007,$GPGGA,132737.30,5523.62188659,N,01023.28617201,E,4,07,1.9,7.959,M,39.466,M,1.3,0021*42
4043,1619170706.6187508,$GPGGA,132740.20,5523.62033776,N,01023.28395552,E,4,07,1.9,7.869,M,39.466,M,1.2,0021*43
4044,1619170707.1576428,$GPGGA,132740.20,5523.62033776,N,01023.28395552,E,4,07,1.9,7.869,M,39.466,M,1.2,0021*43
4045,1619170707.6973734,$GPGGA,132740.20,5523.62033776,N,01023.28395552,E,4,07,1.9,7.869,M,39.466,M,1.2,0021*43
4046,1619170708.2390754,$GPGGA,132740.20,5523.62033776,N,01023.28395552,E,4,07,1.9,7.869,M,39.466,M,1.2,0021*43
4047,1619170708.775579,$GPGGA,132740.20,5523.62033776,N,01023.28395552,E,4,07,1.9,7.869,M,39.466,M,1.2,0021*43
4048,1619170709.3144891,$GPGGA,132740.20,5523.62033776,N,01023.28395552,E,4,07,1.9,7.869,M,39.466,M,1.2,0021*43
4049,1619170709.8526256,$GPGGA,132740.20,5523.62033776,N,01023.28395552,E,4,07,1.9,7.869,M,39.466,M,1.2,0021*43
4050,1619170710.255141,$GPGGA,132740.20,5523.62033776,N,01023.28395552,E,4,07,1.9,7.869,M,39.466,M,1.2,0021*43
4051,1619170710.923299,$GPGGA,132744.50,5523.61799921,N,01023.28066439,E,4,07,1.9,7.752,M,39.466,M,1.5,0021*4B
4052,1619170711.469132,$GPGGA,132744.50,5523.61799921,N,01023.28066439,E,4,07,1.9,7.752,M,39.466,M,1.5,0021*4B
4053,1619170712.000985,$GPGGA,132744.50,5523.61799921,N,01023.28066439,E,4,07,1.9,7.752,M,39.466,M,1.5,0021*4B
4054,1619170712.5402033,$GPGGA,132744.50,5523.61799921,N,01023.28066439,E,4,07,1.9,7.752,M,39.466,M,1.5,0021*4B
4055,1619170713.0792,$GPGGA,132744.50,5523.61799921,N,01023.28066439,E,4,07,1.9,7.752,M,39.466,M,1.5,0021*4B
4056,1619170713.6269522,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4057,1619170714.1569753,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4058,1619170714.6961179,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4059,1619170715.235611,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4060,1619170715.7765346,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4061,1619170716.3139875,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4062,1619170716.8527842,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4063,1619170717.383143,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4064,1619170717.9217472,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4065,1619170718.3970284,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4066,1619170719.0006843,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4067,1619170719.539068,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4068,1619170720.078279,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4069,1619170720.4802303,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4070,1619170721.1561537,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4071,1619170721.6951563,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4072,1619170722.2352705,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4073,1619170722.7747736,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4074,1619170723.239829,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4075,1619170723.8438537,$GPGGA,132747.10,5523.61663353,N,01023.27851505,E,4,07,1.9,7.804,M,39.466,M,1.1,0021*42
4076,1619170724.3829365,$GPGGA,132757.95,5523.61167597,N,01023.27395658,E,4,09,1.0,7.685,M,39.466,M,0.9,0021*42
4077,1619170724.857093,$GPGGA,132757.95,5523.61167597,N,01023.27395658,E,4,09,1.0,7.685,M,39.466,M,0.9,0021*42
4078,1619170725.4607584,$GPGGA,132757.95,5523.61167597,N,01023.27395658,E,4,09,1.0,7.685,M,39.466,M,0.9,0021*42
4079,1619170725.9997165,$GPGGA,132757.95,5523.61167597,N,01023.27395658,E,4,09,1.0,7.685,M,39.466,M,0.9,0021*42
4080,1619170726.5393202,$GPGGA,132757.95,5523.61167597,N,01023.27395658,E,4,09,1.0,7.685,M,39.466,M,0.9,0021*42
4081,1619170726.940682,$GPGGA,132800.65,5523.61016540,N,01023.27548147,E,4,09,1.0,7.751,M,39.466,M,1.6,0021*44
4082,1619170727.5519059,$GPGGA,132800.65,5523.61016540,N,01023.27548147,E,4,09,1.0,7.751,M,39.466,M,1.6,0021*44
4083,1619170728.1560802,$GPGGA,132800.65,5523.61016540,N,01023.27548147,E,4,09,1.0,7.751,M,39.466,M,1.6,0021*44
4084,1619170728.6943617,$GPGGA,132800.65,5523.61016540,N,01023.27548147,E,4,09,1.0,7.751,M,39.466,M,1.6,0021*44
4085,1619170729.2337167,$GPGGA,132800.65,5523.61016540,N,01023.27548147,E,4,09,1.0,7.751,M,39.466,M,1.6,0021*44
4086,1619170729.7746692,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4087,1619170730.238888,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4088,1619170730.713914,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4089,1619170731.3170755,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4090,1619170731.8562865,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4091,1619170732.3233144,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4092,1619170732.9986415,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4093,1619170733.5376296,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4094,1619170734.0771587,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4095,1619170734.420826,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4096,1619170734.882236,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4097,1619170735.4210036,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4098,1619170735.9592957,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4099,1619170736.4987192,$GPGGA,132803.40,5523.60867266,N,01023.27691834,E,4,09,1.0,7.664,M,39.466,M,1.4,0021*43
4100,1619170737.038302,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4101,1619170737.5762954,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4102,1619170737.9178715,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4103,1619170738.6546476,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4104,1619170739.1940153,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4105,1619170739.7326791,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4106,1619170740.2000022,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4107,1619170740.7377954,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4108,1619170741.3413074,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4109,1619170741.8163311,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4110,1619170742.4198701,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4111,1619170742.9588368,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4112,1619170743.4335148,$GPGGA,132810.55,5523.60627328,N,01023.28025340,E,4,07,1.4,7.692,M,39.466,M,1.5,0021*48
4113,1619170743.8995323,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4114,1619170744.5028944,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4115,1619170745.1155646,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4116,1619170745.6540306,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4117,1619170746.193934,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4118,1619170746.7253904,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4119,1619170747.2634404,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4120,1619170747.8026438,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4121,1619170748.3462965,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4122,1619170748.8799462,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4123,1619170749.4191194,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4124,1619170749.893632,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4125,1619170750.4328666,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4126,1619170751.0363631,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4127,1619170751.57597,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4128,1619170752.1144338,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4129,1619170752.5803823,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4130,1619170753.1926672,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4131,1619170753.7255058,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4132,1619170754.2619936,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4133,1619170754.8006167,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4134,1619170755.3435183,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4135,1619170755.8799405,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
4136,1619170756.4182928,$GPGGA,132817.80,5523.60292077,N,01023.28407481,E,4,05,28.3,6.736,M,39.466,M,4.8,0021*72
